GeneID,GSM8245471,GSM8245473,GSM8245474,GSM8245475,GSM8245476,GSM8245477,GSM8245478
255189,13,41,5,104,0,215,63
23339,638,259,519,1011,753,1078,1174
693212,4,3,1,3,2,3,3
105370795,25,11,30,43,40,28,35
25963,665,325,905,1288,849,783,807
2595,459,173,268,790,318,462,373
825,249,67,107,665,202,192,307
105370794,15,4,3,10,6,4,8
64397,1980,579,2149,3146,2327,1267,1830
8773,514,135,528,916,657,573,773
255252,230,94,275,456,341,360,420
55142,157,121,212,272,222,200,209
57519,835,121,336,740,723,667,923
146059,167,67,65,320,163,296,276
146057,610,128,589,672,590,366,712
197131,1110,368,901,1412,954,881,1074
80021,238,107,161,414,133,393,151
23582,376,122,255,469,305,418,476
2038,8,0,0,6,2,8,5
9333,0,1,0,0,0,1,0
116179,0,2,0,0,0,3,0
9836,54,32,60,133,54,69,63
161823,43,51,58,141,57,85,68
146050,217,186,171,546,228,583,193
27229,214,197,164,478,230,386,274
7158,826,416,773,1358,1101,1300,1840
4130,221,83,352,663,489,345,499
9677,214,263,146,564,186,787,407
1159,26,282,12,148,3,332,59
161497,9,11,6,24,4,42,9
117155,30,31,34,114,20,105,60
110006325,141,169,115,374,137,553,322
548596,21,264,7,127,2,313,42
554225,10,10,4,20,6,41,8
440278,13,3,8,28,7,19,11
2923,1624,1249,1888,4178,2421,2421,2919
80237,32,57,23,103,27,124,26
10169,684,337,870,1791,1147,946,1552
100529067,281,183,308,693,457,385,582
100302254,230,120,273,649,420,354,527
619189,114,31,97,248,120,153,236
25764,65,38,52,158,78,83,108
4236,141,88,97,281,190,175,202
79968,65,41,42,104,53,98,54
84978,28,40,34,31,43,189,207
728758,5,5,1,9,6,17,13
113201,1103,358,1603,1839,1632,894,1915
51496,622,249,596,827,642,569,624
645212,31,33,28,73,30,75,39
8669,551,452,731,1061,947,591,532
80208,1558,579,1100,2543,1460,1984,1710
197135,136,3,42,84,67,50,46
567,11000,2151,11244,10104,13124,5701,9200
113218500,1234,283,1303,1122,1314,725,937
100419583,120,32,112,176,103,117,117
140691,22,2,6,11,18,13,20
653381,16,19,16,286,22,90,36
105370798,0,0,0,2,0,2,1
145645,0,0,0,2,1,4,0
6652,62,87,72,1200,97,461,193
50506,163,1,52,434,8,1757,824
405753,14,2,7,48,4,126,49
90527,6,0,15,44,12,75,45
53905,104,29,64,326,134,332,275
90525,65,66,57,364,100,107,145
100188986,40,0,13,17,2,1,9
100188988,19,0,23,30,11,1,4
100189065,3,0,3,3,2,0,5
101928414,2,0,0,5,0,10,8
9153,4,42,2,20,1,17,10
2628,124,75,129,3382,210,208,190
79029,59,74,75,159,130,120,76
84419,20,2,23,258,29,238,35
100126311,3,1,5,49,7,46,6
107987223,2,2,2,11,5,17,3
105376714,12,13,7,21,27,49,23
7782,245,95,314,488,373,265,256
283651,16,6,9,30,12,33,16
109617005,1,0,1,1,0,0,0
26258,712,278,899,994,1148,523,857
58472,272,88,261,673,323,538,461
105370802,0,0,0,0,0,0,0
107984794,0,0,0,2,0,0,0
105370803,0,0,0,1,1,0,0
107984733,0,0,0,1,0,0,0
80031,176,37,77,93,63,36,87
105370804,6,1,8,5,0,3,1
101928442,0,0,0,0,0,0,0
105370805,0,1,0,0,0,2,0
102724553,0,1,0,0,0,0,0
107984792,0,0,0,0,0,1,0
107984136,0,0,0,0,0,1,0
283652,12,8,8,9,4,16,37
50804,161,85,84,86,69,164,499
399697,0,0,0,2,0,4,0
105370807,1,0,1,2,0,8,1
6557,3,2,6,7,1,17,1
112267905,2,1,0,2,1,6,0
107984756,0,0,0,3,0,2,2
107984758,0,0,0,1,0,3,0
107984755,6,1,5,1,2,5,5
107984757,5,4,3,4,1,10,1
1854,228,125,265,401,222,232,275
2200,3350,947,7915,9777,9116,3029,9027
105370809,3,0,2,5,3,5,2
22995,185,216,78,248,133,512,151
101928472,1,0,0,2,1,2,1
399694,5,7,25,72,15,5,21
23741,964,297,1345,1259,1283,394,1425
9728,1130,271,1183,1382,1205,742,1485
9318,648,332,970,914,961,494,791
2585,280,252,178,504,248,524,291
100306975,8,4,6,22,4,9,7
100616332,0,0,0,0,0,0,0
196951,81,70,71,146,72,105,66
2252,505,60,459,360,795,114,112
105370811,1,1,4,4,4,6,1
56986,337,177,362,525,356,514,185
79895,426,41,671,275,727,109,394
102724587,16,0,21,5,22,4,11
11001,73,46,20,781,6,57,6
3067,59,4,8,66,40,11,3
2553,336,163,514,542,628,325,472
55056,254,65,361,418,480,209,397
100129387,128,78,96,182,172,140,123
100616396,13,15,20,28,12,16,2
9101,955,361,809,1345,942,947,972
107984741,56,18,27,82,36,59,68
373509,25,5,21,24,20,10,21
54822,1361,701,1469,2404,1639,1490,1448
84888,777,241,928,1937,1092,723,1036
23431,270,140,266,456,294,254,422
100132724,20,11,30,26,18,25,41
109729174,0,6,1,4,2,15,2
388121,98,20,272,137,419,90,536
1588,14,21,27,38,16,107,11
100616369,0,1,0,0,0,2,0
102465855,0,0,0,0,0,1,0
102466250,0,0,0,0,0,1,0
112268146,0,2,0,1,0,10,0
342035,99,8,218,122,81,209,198
23312,1199,841,1153,1541,1815,1493,1770
105370816,0,0,0,1,0,2,0
29106,4,0,2,7,1,1,1
256586,51,2,32,64,41,10,16
29767,462,25,341,323,381,129,265
29766,1099,366,1334,1691,2092,1206,1889
100422556,23,2,30,14,35,12,38
112268148,88,16,75,58,87,33,100
123169,215,147,203,342,241,260,274
112268149,0,0,3,3,2,2,0
112543478,2,1,0,2,1,1,2
5597,563,241,1079,1155,1158,740,1282
112268150,21,8,24,41,49,50,43
10017,1,0,2,14,1,3,3
10681,329,79,183,346,221,126,376
100129973,29,25,12,58,9,37,27
55930,460,640,243,1202,133,996,580
105370820,4,2,2,28,1,28,5
100302202,0,0,2,5,0,2,1
105370819,15,8,11,13,7,12,10
4644,1428,106,1387,1126,2339,650,1766
10776,1425,680,1711,2448,1665,1132,1693
56204,1023,147,669,1113,613,434,770
105370821,14,0,4,23,1,5,0
3175,0,0,0,169,4,3,0
105370824,0,0,0,0,0,1,0
101928499,0,2,0,27,0,6,0
107983981,0,0,0,26,0,8,0
105370823,0,0,0,6,0,6,0
105370822,0,0,0,4,0,2,0
105370826,8,36,5,72,0,6,23
256764,41,129,41,565,4,6,261
440279,9,3,10,27,1,15,4
105370827,0,0,1,0,0,1,0
105370829,0,0,0,0,0,0,0
51187,528,349,699,673,638,464,392
5873,406,52,422,793,631,179,488
101928527,47,20,27,65,36,45,27
9488,168,44,123,179,80,124,158
100533483,366,101,383,635,426,246,414
9236,505,146,530,881,585,331,595
693213,4,3,4,10,8,2,3
145788,4,1,8,14,4,10,6
161582,7,6,16,14,4,18,15
107984745,6,0,4,7,8,4,25
26108,161,32,345,228,371,56,390
283659,102,17,85,76,63,44,70
4734,273,87,564,956,426,317,790
64864,643,239,481,625,505,343,497
374618,184,34,90,110,93,36,73
55329,73,26,53,76,45,33,45
105370831,7,3,3,8,3,4,10
105370832,5,2,3,3,0,4,3
54816,740,368,566,906,468,582,482
105370833,13,9,10,14,5,13,2
145783,39,13,32,46,39,56,34
6938,1106,468,1373,1829,1449,1238,1631
109616990,2,0,3,4,8,4,2
283663,364,2,74,228,86,46,58
101928611,2,0,3,0,0,1,0
84952,857,94,728,889,452,161,984
145781,273,134,233,321,206,311,323
100820829,94,26,16,61,8,135,110
81488,208,127,226,273,212,165,239
105370834,3,0,3,1,4,5,1
107984724,0,0,0,0,0,1,2
8854,310,20,343,138,301,14,991
283665,5,0,11,4,11,0,37
366,83,7,90,1091,134,99,205
3990,2,1,6,334,7,8,20
101928694,2,0,1,54,0,4,4
102,1184,653,1745,2365,2104,1281,2262
664618,50,23,43,115,79,120,60
101928725,1,1,1,7,1,7,8
54629,661,385,1017,975,911,499,1071
79811,1496,547,1068,1937,1622,1696,1580
54778,447,176,365,671,529,602,610
9133,31,143,26,202,35,137,52
4643,939,496,1163,3062,1624,2012,3008
100313886,8,0,3,20,9,12,22
92483,37,12,33,92,55,52,130
145773,8,111,18,51,7,48,22
9245,113,962,56,1411,2,2100,65
2958,92,231,159,311,119,314,128
663,1048,472,1124,1360,1138,934,1256
107984803,0,0,0,0,0,1,0
107984802,0,0,0,0,0,1,0
27023,0,0,0,0,1,3,0
105370838,0,1,0,0,0,3,0
105370839,0,0,0,0,0,1,0
105370840,0,0,0,0,0,0,0
302,3147,1995,5874,10864,6690,8192,11163
79664,482,305,400,742,403,532,315
101928784,121,23,86,219,112,38,129
6095,1403,200,1351,3216,1240,430,1587
105370846,94,8,67,71,67,19,68
100996876,11,0,5,12,5,4,7
105370844,39,2,22,48,38,5,37
102724802,40,5,32,46,40,12,17
105370842,20,1,22,31,40,6,27
107984805,1051,97,787,1542,919,274,789
105370841,58,11,60,133,57,40,56
105370847,0,1,0,9,0,4,0
107984782,1,0,0,15,1,1,3
101928850,0,0,0,6,0,3,0
107984783,0,0,0,7,0,1,0
100506530,0,0,0,3,0,1,1
54832,4706,1244,3885,6126,4499,3918,4067
101928907,6,0,0,9,2,20,2
145741,13,0,2,150,8,181,25
388125,28,3,5,36,14,61,40
107984784,0,0,0,0,0,0,0
255180,5,1,2,13,1,6,0
105370849,0,2,3,10,1,3,0
105370852,0,0,2,10,0,10,0
105370851,0,0,1,2,0,0,0
102724938,0,0,6,10,0,2,0
105370850,1,0,3,3,0,1,0
102465869,1,0,0,0,0,0,0
102464834,0,0,0,0,0,1,0
83660,766,1025,462,1312,665,1731,1042
197003,7,15,0,13,4,34,8
105370855,17,59,12,47,14,59,29
406965,0,1,1,2,1,0,0
105370854,69,81,38,139,56,120,70
7168,2015,1212,3533,9475,2963,3723,9628
111064646,257,123,250,912,112,452,832
107984798,0,0,0,1,1,3,0
114294,126,69,233,271,187,169,311
51065,331,244,527,513,457,284,772
101928972,0,0,0,0,0,0,1
51762,839,91,871,726,1500,317,1308
83464,212,86,262,198,280,108,330
771,82,66,200,478,949,430,3480
102723344,0,0,0,2,1,3,3
9960,843,379,634,1167,1028,878,970
100130855,112,42,71,129,101,91,112
283807,20,90,22,52,46,64,26
8925,3550,725,2080,3629,3148,2343,3611
494334,0,0,0,0,0,0,0
23604,187,61,42,244,47,308,105
101928988,16,5,2,19,4,37,4
84191,182,179,136,386,233,203,184
6642,1389,457,888,1605,1241,1089,1363
79856,503,308,526,1105,1005,585,1471
5479,634,461,818,1527,1354,813,1960
53944,353,195,452,590,592,434,750
9768,14,65,18,96,12,65,24
9325,202,80,174,269,174,308,162
105370861,4,3,3,3,3,8,2
23060,994,285,623,1267,1244,1106,1811
107984736,12,2,8,18,7,23,19
101930091,34,16,40,40,38,40,52
4947,355,90,256,421,373,269,412
107984737,16,4,9,13,27,18,31
348093,20,2,11,30,43,12,49
100302184,2,0,0,0,1,1,0
80119,30,48,10,46,26,99,44
80301,748,95,458,596,1307,348,616
348094,134,33,89,110,273,80,216
107984754,146,48,133,144,181,153,227
51324,341,201,373,664,442,419,423
123263,58,79,67,140,63,104,63
123264,8,9,5,3,16,5,7
51285,52,27,67,43,138,35,81
390594,1,0,0,2,3,4,0
390595,163,69,97,315,164,220,192
10081,153,99,95,280,159,167,147
10845,373,303,390,865,475,567,502
8483,678,85,486,888,195,193,223
112268147,22,6,10,38,13,17,15
54956,78,38,37,102,52,91,63
109617003,1,0,1,1,0,3,2
26831,146,16,79,104,131,136,55
26832,186,34,139,160,171,171,74
9543,2,0,0,2,1,5,0
57722,103,50,101,129,176,54,35
54878,606,350,585,906,530,630,581
51495,268,457,383,1004,473,736,512
81556,185,150,189,386,199,236,243
9187,301,105,309,349,257,231,259
102723464,14,2,6,8,9,3,10
10260,1806,282,1598,1913,1894,773,1435
109617020,13,0,19,10,21,6,13
100616379,2,0,1,2,2,0,1
105370866,2,1,1,5,2,2,0
100189317,1,0,0,0,0,0,0
8766,621,364,658,1238,685,955,752
84465,102,67,132,309,80,226,81
105370867,0,0,0,0,0,1,0
100422905,0,0,0,0,0,0,0
105370868,0,2,1,0,0,3,1
115752,274,192,196,453,229,366,231
54962,67,49,52,116,99,77,100
692149,0,0,0,2,0,0,1
5604,373,89,436,820,1065,428,1021
10302,100,52,95,218,142,131,138
100616149,2,0,0,6,0,0,1
6124,6171,6599,6613,9358,8903,7612,6453
595100,7,7,9,18,8,5,13
595099,8,3,9,25,11,2,13
595097,8,8,15,30,19,16,13
595098,4,4,5,13,6,4,5
55055,90,98,99,199,81,167,77
197021,9,13,20,25,23,20,14
102723165,2,48,0,14,0,0,0
4091,69,102,20,217,48,503,41
105370869,0,0,1,1,0,2,1
105376718,35,9,18,30,42,33,27
102723481,2,1,0,0,1,2,5
102723493,6,3,0,28,3,3,4
4088,940,278,485,1220,890,1130,1268
79719,299,192,265,595,320,475,503
64799,36,20,21,63,24,89,38
100506686,66,48,53,148,81,100,53
145853,13,15,14,41,11,18,10
5607,259,86,212,375,251,393,282
107984718,35,14,26,80,24,59,46
390598,10,1,8,6,8,23,8
105370870,1,0,0,1,2,3,1
101929076,5,0,1,1,1,2,1
26827,14,5,17,20,20,10,19
8554,819,282,636,932,797,748,864
105370871,21,8,16,23,15,24,30
91860,140,219,147,508,131,580,179
54982,122,207,95,293,202,305,185
10116,758,458,1136,1589,1053,619,986
22801,533,266,862,999,1063,706,738
105370873,0,0,0,0,0,2,0
10391,72,21,44,43,104,21,109
8125,482,342,307,692,377,626,479
100422971,11,5,5,5,6,20,6
80035,79,41,30,107,72,120,88
79400,7,1,5,1,4,7,20
246777,13,3,10,15,9,2,0
283673,0,1,0,1,0,3,0
26035,195,255,211,628,187,432,384
102723548,1,1,0,0,0,1,0
54852,53,76,33,121,22,299,258
145694,20,33,15,38,9,70,68
9493,38,207,51,305,43,264,186
6176,3194,3672,3695,5585,5469,3801,3752
105370876,0,1,3,7,2,6,1
145837,3,2,0,12,0,3,2
104472713,7,4,0,6,1,2,0
107984788,0,0,0,1,0,1,0
414926,1,0,0,0,0,8,0
101929129,3,0,0,1,1,1,1
7090,744,222,295,890,849,710,1024
693214,3,1,0,2,2,0,2
105370877,274,55,117,363,327,239,390
107984734,0,0,0,0,0,1,1
105370878,0,1,1,0,0,6,4
105370880,0,1,0,1,0,0,0
107984781,3,1,1,3,3,6,8
101929151,2,1,1,3,2,6,2
104548972,4,0,0,2,1,1,2
104548973,12,1,2,7,8,7,3
107984791,19,5,21,42,20,16,23
55075,1789,415,2733,2391,1537,1348,2677
55323,195,35,123,111,159,40,308
54839,69,26,98,59,72,58,206
56906,9,10,20,23,15,13,38
105370886,0,0,0,1,0,2,0
196993,1,0,0,6,4,3,3
79875,301,27,246,749,918,204,735
101929196,9,0,10,15,12,7,8
105370884,40,3,19,83,92,26,91
107984716,14,0,5,27,30,11,33
101929173,7,1,9,24,48,10,193
10002,2,0,4,9,10,5,12
4649,1219,260,998,1590,1417,1015,1018
107984713,49,7,47,67,63,51,43
107984714,9,0,5,9,6,15,12
123228,33,12,20,60,17,43,21
107984715,1,1,2,4,0,3,1
196996,6,3,10,37,2,40,15
5315,1939,1966,2446,6965,4539,5581,13213
56965,474,210,275,588,511,507,819
105370887,15,3,1,6,8,1,1
60677,58,33,24,78,62,59,64
3073,599,288,536,1117,939,660,1395
80072,10,6,4,6,16,9,10
338949,0,0,0,0,0,3,0
105370888,7,1,2,6,7,3,2
107983949,2,4,4,9,3,12,3
25820,1541,467,1351,1753,1947,1146,1676
693215,10,4,8,13,10,3,5
102723640,5,2,6,7,4,8,9
112268145,1,0,2,6,3,5,2
55889,1,1,3,16,6,5,6
123346,2,0,0,1,0,1,1
585,136,55,129,243,102,168,232
83440,737,375,484,1000,992,825,997
100287559,48,16,28,36,55,38,49
107984801,0,0,0,0,0,0,0
4756,653,560,734,1252,798,675,1140
113219462,1,1,1,0,2,0,0
10021,1,1,1,3,5,3,13
105370890,2,0,1,1,1,12,1
107984728,0,0,0,0,0,2,0
283677,13,3,26,23,15,12,17
27020,564,286,843,1299,1114,522,1538
101241892,120,49,134,159,183,119,283
105370891,0,0,0,1,1,2,0
80381,317,131,583,1186,1182,1007,1808
388135,23,6,20,12,56,13,32
101929221,0,1,0,0,1,0,0
105370892,0,0,0,0,0,2,0
102723657,0,2,0,1,0,1,0
161514,5,1,6,4,4,10,16
100287616,24,14,58,37,51,16,159
4016,188,44,729,369,894,110,1405
9399,42,18,34,111,42,85,85
5371,506,125,354,560,640,695,1879
342096,3,2,1,17,4,9,8
107987224,1,0,0,2,0,2,1
732265,1,0,2,6,1,4,3
57611,12,2,8,12,8,18,19
283731,1,0,2,3,1,3,4
3671,501,70,739,896,985,258,214
64220,47,61,68,74,195,86,710
80125,2,2,1,2,3,17,45
105370893,0,4,1,0,2,4,18
1583,9,25,9,6,13,14,21
729739,1,1,2,1,2,6,2
105370894,2,1,0,4,3,3,2
8482,159,27,116,377,225,157,309
102465530,1,0,0,2,0,1,1
84993,119,71,81,229,152,149,196
440288,12,11,9,52,8,33,16
102723714,6,4,3,4,4,13,6
10620,151,46,58,274,137,261,264
102723750,42,22,12,35,7,36,24
1198,332,161,160,510,451,574,588
80153,196,118,152,391,250,325,307
1543,0,0,0,28,0,3,0
1544,2,0,1,658,0,1,1
1445,405,119,197,577,382,515,292
100616183,5,2,3,5,4,4,2
79748,1,0,1,1,0,4,2
594855,0,0,1,1,2,7,0
105370897,0,0,1,0,0,0,0
25989,197,91,128,489,310,519,354
102465531,0,0,0,1,0,0,0
10066,442,284,356,1206,620,910,677
4351,283,179,191,493,296,382,463
57184,238,105,161,366,252,363,361
9377,142,240,114,397,170,265,157
54913,49,113,37,106,85,171,79
107984731,1,0,0,1,1,32,0
192683,156,6,36,45,143,57,43
60490,151,45,46,147,140,219,103
107987225,5,0,0,1,2,8,1
107984772,2,1,0,3,2,4,3
56905,316,164,146,348,511,494,575
105376731,3,2,0,5,22,13,12
653641,7,1,2,30,4,10,8
653643,3,1,1,13,2,6,5
54939,113,91,89,260,144,210,221
79661,282,72,111,426,238,362,516
693216,7,1,5,9,6,12,7
4123,920,311,437,1407,931,1304,1829
25942,852,319,650,1031,863,877,1114
5780,281,136,325,480,440,377,486
105370902,19,9,29,28,25,26,31
10073,129,35,91,130,134,112,170
55272,108,76,78,259,150,128,161
257364,536,151,439,742,1014,940,1307
1464,264,48,484,771,1218,395,6064
161753,9,4,10,36,20,15,36
100128285,8,6,14,12,9,13,51
101929408,0,0,0,3,1,2,0
100423035,0,0,0,0,2,3,0
441728,0,0,0,1,0,1,0
92912,519,244,860,774,825,299,813
26263,288,136,218,452,220,388,336
145957,165,78,158,239,123,195,195
123591,17,3,10,47,31,19,51
101929439,6,0,5,6,1,2,14
2108,381,346,346,905,440,583,354
7302,34,9,5,58,28,49,26
64843,4,4,5,2,4,2,1
49855,705,155,432,644,589,380,558
100500855,0,0,0,0,0,0,0
5955,232,210,386,578,342,235,444
105370904,0,1,0,1,0,8,1
9051,201,8,68,198,176,85,199
10099,1145,790,920,3896,882,1947,1278
79834,1767,542,2274,2602,4410,1367,3378
81698,74,17,99,84,153,52,70
10363,389,143,325,519,491,490,504
101929457,1,0,1,2,1,2,2
105370906,2,1,1,2,1,1,0
84894,16,19,8,18,20,14,66
253044,0,0,0,1,0,4,1
101929478,0,0,0,0,0,0,1
645752,1,0,0,2,0,2,1
440292,2,4,2,5,1,5,2
91450,10,0,7,13,10,11,19
23102,1180,259,788,1710,1213,1045,1567
646892,8,2,0,3,2,10,0
10518,33,16,29,40,29,42,21
3419,207,261,180,440,242,237,202
23205,87,111,65,180,89,96,75
105370911,0,0,0,2,0,4,0
55466,136,155,104,435,159,401,157
105370910,26,30,22,112,35,103,38
80349,184,122,185,383,249,263,308
1381,0,3,0,6,0,1,0
105370912,0,6,1,8,0,9,1
3658,916,526,862,1292,802,844,959
123688,28,27,15,55,22,53,21
5685,284,250,392,627,380,365,391
1138,8,5,9,70,6,17,9
1136,8,2,18,27,9,12,8
1143,2,0,2,5,1,21,5
112268142,0,2,0,1,0,6,0
105370913,1,1,0,2,0,8,0
646938,1,0,1,1,1,1,1
112268143,6,7,4,13,6,3,13
11173,102,27,93,161,376,224,1566
100189013,4,0,4,6,0,1,5
10933,1573,483,2192,2076,2289,873,2368
1512,732,224,403,852,976,680,576
5923,9,2,15,9,9,15,1
100129540,5,1,3,1,2,2,0
105370917,3,1,0,2,0,1,0
107984750,0,0,0,0,0,1,0
729911,0,0,0,0,0,0,0
406960,0,0,0,0,0,0,0
390616,1,0,0,0,0,0,1
23423,201,191,297,649,390,512,511
23251,26,6,41,52,79,83,46
105370918,1,2,3,10,3,7,3
105370919,0,0,0,1,0,4,0
100189155,0,0,0,0,0,0,0
100528021,32,31,35,138,28,45,30
10588,33,34,33,143,25,47,35
400410,9,8,15,21,10,23,13
283687,16,18,13,40,25,38,42
597,63,4,63,69,184,35,71
54469,814,295,622,1142,705,601,771
2184,154,59,176,507,314,142,438
100996492,9,88,5,113,11,10,9
283688,0,0,0,0,0,2,0
101929560,0,0,0,0,0,1,1
9915,132,30,93,97,135,112,970
101929586,4,1,5,5,4,11,41
100847042,1,0,1,2,3,0,14
58489,94,206,56,805,41,743,147
57214,544,96,565,576,2200,2075,9170
693132,0,1,1,5,2,8,8
107984749,112,11,51,75,160,257,589
23184,392,138,300,710,497,490,941
100616181,0,0,1,0,0,0,0
59274,234,57,184,615,489,242,214
161502,4,2,2,15,2,23,6
3603,894,23,592,678,803,223,391
80765,264,29,93,243,242,81,87
101929655,15,10,6,16,18,16,7
342125,31,5,8,38,24,29,4
102723985,20,13,21,13,15,8,1
105370921,19,11,4,9,3,4,0
102724001,28,17,26,10,10,3,0
105370922,2,3,1,1,1,5,0
105370923,0,0,1,2,1,3,0
84206,30,21,28,35,36,44,41
101929690,6,1,1,6,4,5,6
105370924,1,0,1,6,1,1,4
79631,194,192,212,537,215,453,437
283726,6,18,10,38,4,6,4
390660,5,1,0,4,6,2,5
647042,26,29,23,62,33,74,84
100134869,25,43,30,92,22,134,102
440295,65,66,66,191,66,238,221
102724034,4,0,0,1,1,2,6
80154,127,50,36,528,67,643,231
105370926,6,2,1,12,2,14,3
642402,15,8,7,16,13,26,40
6218,2853,3727,3777,3419,3763,2346,2242
64506,37,6,26,19,27,22,55
283692,3,0,0,0,2,3,3
8120,11,0,3,4,15,14,11
338963,1,0,0,1,0,2,0
283693,9,4,2,13,2,12,6
100505616,12,19,21,44,9,34,12
123722,20,24,33,117,23,39,17
677778,1,3,2,5,2,3,1
123720,284,105,175,346,235,281,462
9455,71,14,128,495,101,80,1342
105370928,17,5,4,64,10,17,123
83640,54,35,61,104,55,50,100
123207,132,105,106,276,102,244,150
53339,610,347,843,1048,888,541,906
100616404,0,0,0,0,0,0,0
53346,170,20,241,172,271,85,235
50810,428,70,644,466,688,232,677
646,276,5,496,49,573,4,2561
105370932,18,0,9,5,24,1,139
105370933,0,0,0,0,0,1,0
105370934,0,0,0,0,0,3,4
6457,2,0,4,2,5,5,5
57188,330,19,300,312,65,28,125
105370935,10,1,5,20,2,14,6
648809,4,0,4,6,4,14,19
440299,9,6,4,14,5,12,20
100505679,11,5,8,22,14,13,45
440300,59,37,56,170,66,193,230
388152,30,33,28,129,38,172,136
105376724,4,3,2,9,2,10,4
643707,43,16,42,79,52,65,103
105370936,7,4,2,8,3,11,6
102724093,44,20,44,66,54,57,98
105376722,18,4,15,7,18,13,27
103171574,4,3,2,4,4,2,11
102724117,59,27,56,83,71,85,148
102724135,36,34,33,124,43,249,137
105370946,3,4,2,6,2,8,5
112267869,7,3,4,14,10,17,18
374650,85,36,62,98,84,163,206
388165,147,47,101,173,153,237,327
100506874,12,2,9,11,13,11,22
54993,71,45,30,105,32,177,82
105370947,8,7,1,6,3,13,5
54581,185,55,95,292,204,256,432
84942,232,137,168,449,263,427,621
4828,22,5,26,26,45,48,43
23478,413,409,559,713,720,410,566
9640,616,269,387,1007,900,781,1180
57538,164,48,268,1149,699,550,1431
9154,0,0,0,300,3,11,5
5151,577,240,586,1225,1024,714,1047
101929479,31,42,28,138,35,165,151
105370948,2,2,1,7,2,10,7
100133220,6,2,2,11,13,23,16
102724393,0,0,0,1,0,4,0
102465803,6,4,8,9,10,7,15
11214,6336,1164,8318,10444,12981,5378,15380
101929679,13,8,10,56,16,23,32
64410,67,64,36,306,72,161,162
100302121,4,0,2,4,4,5,4
100847084,0,0,0,0,0,0,0
105370952,0,0,0,10,0,4,2
105370953,0,0,0,18,0,1,0
123624,3,3,12,207,5,27,5
101929701,0,0,0,12,0,0,0
727915,0,0,0,29,0,2,0
105370954,0,1,2,3,0,2,0
102724452,0,0,0,1,0,3,0
105370955,0,0,0,0,0,3,0
107984735,0,0,0,2,0,3,0
105370956,1,0,0,3,1,4,0
102724465,0,0,0,0,1,0,0
145978,0,0,0,0,1,2,0
4916,106,4,41,89,72,34,43
113218493,0,0,0,1,0,0,0
283738,0,0,1,1,1,2,1
105370957,0,0,0,0,0,2,0
105370958,0,1,0,0,1,1,0
105370959,0,0,0,0,0,2,0
26589,45,53,38,169,59,89,66
64963,115,86,98,252,120,171,132
55070,97,72,57,124,40,131,67
101929743,4,0,0,0,0,4,2
64782,257,224,233,550,429,321,529
100302235,0,0,0,0,0,0,0
407044,0,0,0,0,0,0,0
100616238,0,0,0,0,0,0,0
3669,497,97,175,422,681,208,161
105370960,3,0,1,1,1,2,2
176,47,12,204,214,85,101,632
145864,125,13,111,231,242,142,1393
4240,610,109,981,1230,1326,845,7723
102724566,4,1,4,3,3,9,2
11057,1242,611,1437,4981,1581,3313,2507
112268155,592,313,723,2351,713,1537,1012
6017,18,0,9,3,26,12,42
55215,158,243,150,574,150,460,255
5428,535,305,334,1389,825,1023,949
102466983,4,2,1,8,5,2,8
100189264,9,0,2,1,1,0,4
254559,8,0,3,6,3,2,2
407051,0,0,0,0,0,0,0
107984777,1,0,0,1,0,0,1
105371031,0,0,0,0,0,2,0
105370964,2,3,2,2,4,3,0
112268153,0,5,0,3,4,2,2
51458,0,1,1,20,2,9,4
283761,0,0,0,2,0,1,0
90381,53,152,38,156,31,230,92
374654,160,33,93,140,272,190,437
5346,1701,2,107,251,17,438,9
8800,52,15,28,124,30,88,36
56964,4,2,3,12,2,25,9
55897,6,0,2,4,2,12,1
145873,2,1,1,4,1,0,1
290,235,651,285,1236,634,290,978
105370965,6,2,3,6,0,24,8
100526783,187,132,152,384,237,265,341
10239,160,116,127,333,195,208,283
100847059,3,0,4,3,3,3,6
100846993,4,6,6,6,2,10,5
348110,375,169,388,698,429,511,590
374655,256,149,130,548,370,446,381
100422841,5,3,3,18,9,8,10
109729181,36,19,17,74,40,47,49
3418,281,335,283,1184,434,733,654
105370966,7,13,8,29,11,21,11
10509,380,161,133,1086,187,1359,1406
10519,256,155,238,904,398,614,968
390637,43,18,23,117,30,100,56
440307,5,6,0,15,5,9,11
51335,401,286,509,923,593,860,683
23766,0,1,0,1,0,8,1
342132,9,26,11,92,8,88,27
8826,4378,1511,5596,6987,7943,4057,9633
64784,549,168,412,693,726,430,835
112268163,91,22,61,128,76,48,110
101926895,36,7,9,27,28,27,38
101929765,3,3,2,5,6,12,10
641,80,164,44,164,60,191,54
105370969,2,2,7,13,6,12,5
5045,555,267,470,2525,1416,921,2614
2242,209,77,220,321,682,180,650
4122,641,171,224,1257,522,931,889
374659,56,48,25,90,39,57,64
55898,322,153,199,643,406,583,790
91433,79,105,24,136,42,174,101
9055,88,214,77,434,81,345,219
100507118,17,34,13,65,14,65,37
26276,131,63,78,178,114,221,193
105370970,8,7,2,20,4,22,5
101926911,1,0,2,1,0,5,4
9899,77,3,32,31,34,24,112
105370972,26,0,8,12,7,19,26
107984778,0,15,1,2,0,1,0
101926928,0,49,1,2,0,4,0
105370973,0,9,3,0,0,1,0
105370974,4,2,3,5,9,4,12
