Symbol,GSM8245471,GSM8245473,GSM8245474,GSM8245475,GSM8245476,GSM8245477,GSM8245478
CA7,1,10,0,4,4,19,1
PDP2,139,97,67,195,106,311,122
LOC107984821,2,0,2,0,0,4,0
CDH16,0,916,1,3,3,3,34
RRAD,39,53,107,660,484,13,2313
CIAO2B,92,121,107,269,177,272,203
CES2,240,1104,172,1192,254,1771,781
LOC107984881,0,3,0,1,0,1,0
CES3,7,23,8,248,5,61,157
CES4A,53,25,29,169,69,38,2728
CBFB,498,314,693,810,803,564,884
PHAF1,136,81,115,326,182,286,227
B3GNT9,90,35,133,118,195,125,290
TRADD,123,37,76,254,138,369,182
FBXL8,18,40,23,137,49,196,51
HSF4,155,81,55,410,199,794,313
NOL3,102,59,45,416,143,597,307
MATCAP1,120,60,94,251,244,332,585
EXOC3L1,19,5,3,31,27,33,100
E2F4,294,226,213,694,510,836,648
ELMO3,59,193,34,353,40,619,165
MIR328,2,2,1,2,1,2,3
FBXL9P,26,1,17,42,29,47,67
TMEM208,122,66,122,260,205,214,212
FHOD1,292,93,216,562,843,753,938
SLC9A5,24,14,31,58,57,90,116
PLEKHG4,85,57,143,250,642,155,1570
KCTD19,15,3,9,9,92,6,82
LRRC36,13,5,7,13,5,24,98
TPPP3,72,40,41,374,308,90,301
ZDHHC1,53,35,45,117,74,141,161
HSD11B2,33,43,14,159,28,209,74
ATP6V0D1,325,177,319,588,527,614,672
ATP6V0D1-DT,42,10,10,39,10,80,13
AGRP,4,0,3,7,2,6,2
LOC100505942,3,1,6,13,8,7,8
RIPOR1,620,70,415,752,1120,876,1680
CTCF-DT,7,0,0,7,9,6,2
CTCF,495,267,312,749,470,707,435
CARMIL2,154,2,34,83,87,22,25
ACD,64,13,47,96,89,126,120
PARD6A,14,2,1,42,24,14,22
ENKD1,71,31,46,144,99,149,188
C16orf86,25,4,14,45,37,31,42
GFOD2,125,77,101,521,198,447,244
RANBP10,246,84,122,571,286,675,338
TSNAXIP1,15,3,9,19,15,20,42
CENPT,312,99,186,528,695,489,872
THAP11,117,54,111,271,220,129,129
NUTF2,198,212,249,427,388,454,480
EDC4,465,188,365,943,1007,1032,1309
NRN1L,4,1,0,8,9,4,14
PSKH1,194,107,144,392,185,406,289
CTRL,49,13,23,49,26,54,40
PSMB10,214,62,122,339,225,270,233
LCAT,71,24,32,218,101,103,179
SLC12A4,589,211,403,857,956,793,1893
DPEP3,8,0,4,2,1,2,1
DPEP2,173,5,57,160,120,40,73
DPEP2NB,0,0,0,3,0,0,0
DDX28,43,43,39,122,60,59,61
DUS2,103,42,43,131,67,164,136
NFATC3,755,296,388,1023,539,770,501
ESRP2,207,310,115,1217,119,1304,263
MIR6773,1,8,1,13,1,14,3
PLA2G15,151,45,121,261,239,176,321
SLC7A6,588,201,465,1168,610,937,451
SLC7A6OS,281,128,262,578,320,453,244
PRMT7,221,144,126,536,165,469,260
SMPD3,92,242,15,181,39,244,79
LOC105371321,0,2,1,0,0,2,0
ZFP90,385,176,321,393,303,301,401
CDH3,202,286,290,734,97,499,300
CDH1,476,1508,461,5288,273,3769,1358
TANGO6,260,102,224,364,334,298,306
HAS3,53,36,47,157,58,365,147
DERPC,140,114,94,291,179,280,159
CHTF8,140,114,94,291,179,280,159
UTP4,205,127,268,422,446,386,350
SNTB2,943,321,1244,1330,1402,1031,1688
VPS4A,465,324,339,982,656,1092,796
PDF,79,106,56,175,81,160,86
COG8,126,108,92,227,125,206,148
NIP7,161,122,198,405,263,257,231
TMED6,20,19,16,35,26,25,14
TERF2,220,144,113,322,256,371,262
CYB5B,270,421,301,725,327,1856,468
LOC105371325,0,0,0,1,0,6,0
MIR1538,0,1,0,0,2,0,0
NFAT5,1993,913,1834,3136,2659,6542,2969
SNORD13H,1,0,2,4,2,3,3
NQO1,362,206,149,1377,95,1354,200
NOB1,149,229,168,320,239,422,215
WWP2,481,273,202,784,399,1201,548
MIR140,1,4,2,0,0,4,1
CLEC18A,19,1,7,22,5,76,15
PDXDC2P-NPIPB14P,824,343,557,2572,745,2219,1462
MIR1972-2,1,2,0,9,6,6,2
PDPR,766,169,531,1089,489,1032,882
LOC400541,17,5,17,38,13,29,35
CLEC18C,8,0,3,7,6,28,6
LOC105371328,2,0,2,3,1,1,1
SMG1P7,35,17,28,77,21,57,24
LOC107984138,89,57,79,251,76,197,93
EXOSC6,296,193,262,674,346,491,341
AARS1,698,634,412,1083,810,2013,1028
DDX19B,251,121,171,318,242,344,332
DDX19A-DT,34,17,22,39,27,33,28
DDX19A,301,175,219,572,393,577,477
ST3GAL2,277,160,192,556,417,615,575
FCSK,142,130,82,367,146,887,268
COG4,287,157,144,625,309,717,401
SF3B3,1143,911,863,2028,1339,2441,1417
SNORD111B,0,1,1,1,0,2,0
SNORD111,2,4,6,10,2,14,3
IL34,52,7,16,33,23,12,53
MTSS2,370,172,253,881,598,609,1356
VAC14,437,212,224,836,584,1106,934
VAC14-AS1,24,20,17,55,29,82,61
TRG-GCC3-1,1,0,1,5,1,3,6
TRG-GCC2-4,11,1,3,3,2,2,11
TRG-GCC5-1,0,0,0,2,3,2,3
TRG-GCC2-5,0,1,1,11,0,0,7
HYDIN,29,17,121,93,121,104,353
CMTR2,238,170,273,442,232,767,184
LOC102723786,11,7,4,14,8,57,8
LOC102725168,0,2,0,0,0,41,0
CALB2,211,27,232,98,83,52,1128
LOC105371332,6,0,6,3,3,6,52
LINC02136,0,0,0,0,0,0,0
TRM-CAT2-1,0,0,0,0,0,0,1
TLE7,0,0,0,0,0,4,1
ZNF23,112,47,120,196,101,231,141
ZNF19,40,22,31,76,33,85,47
LOC105371335,1,0,0,0,2,4,0
CHST4,5,2,4,31,0,57,10
TAT-AS1,1,0,0,653,1,4,0
TAT,0,1,1,8120,1,8,1
LOC105371334,0,0,0,0,0,1,0
MARVELD3,23,98,18,244,17,358,47
PHLPP2,352,85,291,581,441,597,597
SNORA70D,1,0,3,9,0,1,0
AP1G1,1178,450,1038,2037,1297,1651,1705
SNORD71,29,4,12,20,12,11,22
ATXN1L,644,222,508,931,775,737,881
ZNF821,45,18,35,57,39,78,59
IST1,932,349,781,1473,1154,1791,1634
PKD1L3,26,4,47,161,34,47,39
DHODH,95,73,49,930,63,230,90
TXNL4B,74,51,75,161,100,110,80
HP,275,8,92,36285,135,44,1899
HPR,46,5,14,4318,26,18,179
DHX38,602,264,297,895,791,1096,1101
PMFBP1,26,68,14,58,37,117,50
LOC105371341,6,15,4,20,8,23,2
LINC01572,33,51,36,103,27,105,64
LOC107984814,2,11,3,23,6,35,9
ZFHX3-AS1,38,26,30,85,41,97,72
ZFHX3,882,394,877,2002,1691,2282,1843
HCCAT5,1,0,0,2,2,1,2
LINC01568,1,0,1,0,0,2,0
TRK-TTT1-1,0,0,0,0,0,0,0
LOC102723876,0,0,0,1,0,3,0
LOC105371342,0,0,0,1,0,1,0
LOC107984856,0,0,2,1,0,0,0
PSMD7-DT,0,0,0,1,0,0,0
PSMD7,438,245,491,1008,600,857,846
PDPR2P,229,107,147,353,241,497,395
NPIPB15,74,49,71,321,14,200,136
LOC105376772,3,0,3,1,2,1,0
CLEC18B,5,2,4,12,6,18,22
LOC107984827,1,0,0,7,3,4,4
GLG1,2086,1162,2159,3573,3125,3218,4142
RFWD3,299,278,217,634,305,831,378
MLKL,254,48,148,273,244,274,324
FA2H,84,57,34,282,3,390,227
LOC105371343,0,0,0,0,1,2,1
WDR59,387,172,239,706,392,1040,700
ZNRF1,117,57,75,197,126,221,178
LDHD,33,16,14,213,12,37,40
ZFP1,72,50,93,146,108,72,85
CTRB2,5,0,2,2,11,4,9
CTRB1,6,0,1,4,13,1,11
LOC100506281,13,4,6,21,34,17,51
BCAR1,316,192,305,963,987,882,1639
LOC105371344,18,15,6,27,28,26,68
LOC105371345,6,1,5,9,11,11,10
CFDP1,331,163,267,492,440,563,483
TMEM170A,225,213,212,567,332,633,205
CHST6,5,3,22,233,22,45,31
CHST5,12,27,17,322,4,123,42
TMEM231,56,66,72,121,73,119,152
GABARAPL2,333,123,412,483,342,301,338
ADAT1,261,178,210,511,258,740,308
KARS1,477,457,484,1033,647,1077,673
TERF2IP,456,141,350,492,495,392,527
DUXB,19,1,7,13,9,16,14
CPHXL,3,0,5,4,1,10,10
LOC105371348,12,3,3,9,14,30,23
LOC105371347,4,1,1,0,0,4,0
LOC105371349,0,2,0,0,0,1,0
CNTNAP4,1,1,2,13,2,16,0
LINC02125,3,1,1,2,0,3,0
LOC105376774,0,0,0,0,0,2,0
MIR4719,0,0,0,0,0,0,0
MON1B,354,245,277,646,367,781,418
SYCE1L,17,37,22,31,26,24,39
ADAMTS18,62,22,24,59,42,38,114
LOC105376775,1,0,0,2,0,3,25
LINC02131,0,0,0,0,1,0,7
NUDT7,13,16,17,49,10,29,10
LOC107984878,1,1,2,8,7,9,13
VAT1L,18,2,24,17,34,12,573
LOC105371351,0,2,2,2,0,4,7
CLEC3A,1,0,0,2,0,1,1
LOC107984897,0,0,1,0,0,3,0
WWOX,94,61,71,97,90,122,165
WWOX-AS1,26,2,9,17,17,25,20
LOC105371354,63,32,63,56,79,59,111
LOC112268165,48,16,27,40,27,19,39
LOC107984806,12,7,5,13,10,7,10
MAF,1201,105,1214,653,3167,289,2052
LOC101928230,26,6,21,21,21,14,27
LOC105371356,5,2,3,5,1,10,1
MAFTRR,3,2,1,0,1,1,0
LINC01229,0,0,1,2,1,1,0
LOC105371357,0,3,0,1,1,11,1
LOC105371358,0,1,0,0,0,4,0
DYNLRB2-AS1,0,0,0,0,0,3,0
DYNLRB2,7,0,3,0,3,4,10
LOC105371360,0,0,0,0,0,0,3
LINC01227,1,0,0,0,1,2,2
CDYL2,157,49,177,314,268,155,327
ARLNC1,2,0,2,2,0,5,3
CMC2,161,101,247,378,266,217,142
CENPN,56,100,98,314,144,178,98
CENPN-AS1,14,14,12,56,10,28,11
ATMIN,390,197,397,712,412,490,471
C16orf46,10,8,7,43,16,47,34
LOC105371361,4,3,1,17,7,13,4
GCSH,60,68,69,219,64,80,85
PKD1L2,51,3,8,18,53,36,134
BCO1,4,5,11,22,0,12,1
GAN,145,132,254,455,322,539,329
MIR4720,10,2,5,11,15,10,8
CMIP,783,318,559,1738,1446,1578,1969
MIR7854,9,4,4,12,12,5,14
MIR6504,3,0,1,5,6,3,4
LOC105371362,24,3,8,22,32,24,38
LOC100129617,38,10,23,66,78,87,94
PLCG2,1547,68,366,534,1161,186,544
SDR42E1,70,59,56,169,42,210,97
LOC112268169,2,5,2,4,1,7,2
HSD17B2,16,25,15,301,0,283,25
HSD17B2-AS1,2,8,0,52,1,40,2
MPHOSPH6,129,55,202,189,233,165,208
LOC101928392,0,0,0,0,0,0,0
CDH13,99,12,125,288,295,76,757
MIR8058,2,0,3,2,5,1,3
LOC101928446,13,1,3,11,18,6,41
LOC101928417,3,0,0,8,14,5,16
CDH13-AS1,8,1,4,29,13,6,33
MIR3182,1,0,0,1,0,0,0
LOC105371366,15,0,7,61,15,29,98
CDH13-AS2,2,0,0,5,5,1,4
HSBP1,299,173,453,714,444,470,520
MLYCD,318,202,156,573,190,821,371
LOC105371372,10,9,5,20,5,20,11
LOC105371371,5,2,1,13,4,11,6
OSGIN1,12,11,5,253,38,36,41
NECAB2,2,0,10,55,9,8,4
SLC38A8,2,0,1,1,4,7,0
MBTPS1,1104,432,953,1573,1514,1282,1607
HSDL1,160,52,94,210,173,213,165
DNAAF1,47,14,30,55,215,61,88
TAF1C,245,117,105,428,467,572,790
ADAD2,3,0,2,2,8,3,14
LOC654780,2,0,1,3,4,1,7
KCNG4,0,0,0,0,0,0,0
WFDC1,3,17,18,19,8,22,9
ATP2C2,110,463,55,827,36,920,280
ATP2C2-AS1,18,86,10,161,21,210,59
MEAK7,115,102,112,299,179,556,456
COTL1,592,134,368,699,762,228,707
LOC105371376,4,4,5,26,4,11,10
KLHL36,561,277,445,1020,452,954,637
USP10,560,402,477,1055,738,1047,977
LOC105371378,15,3,10,14,15,8,12
CRISPLD2,2990,68,5788,2331,6746,831,3423
LOC101928474,31,8,14,15,45,4,18
LINC02176,0,1,0,0,2,1,0
ZDHHC7,359,243,320,854,537,970,666
KIAA0513,244,53,243,534,508,228,539
LOC105371380,9,3,2,10,10,8,25
CIBAR2,11,0,1,4,13,0,0
LOC105371381,1,0,0,1,1,0,0
LINC02139,1,0,1,1,0,1,3
LOC105371382,5,0,4,3,2,5,4
GSE1,732,632,413,1723,1205,1666,1138
MIR12128,2,3,1,4,10,7,3
LINC00311,10,8,7,24,52,16,21
LOC107984830,15,15,21,47,99,27,34
MIR5093,0,3,0,2,6,1,3
LOC101928502,3,1,2,6,24,5,14
GINS2,16,45,18,85,23,72,38
C16orf74,33,0,7,14,21,61,10
MIR1910,0,0,0,2,0,3,0
EMC8,101,102,105,242,136,229,165
LOC101928557,5,5,4,7,3,7,2
COX4I1,794,805,687,1552,1056,1374,1095
IRF8,587,127,231,484,351,268,279
MIR6774,3,2,1,3,4,5,2
LINC02132,1,0,0,0,0,1,1
LOC105371388,1,0,0,2,0,1,0
LOC105371389,0,0,0,0,0,0,0
LOC105376778,0,0,0,1,0,0,0
LINC01082,0,0,0,0,0,0,0
LOC101928582,2,0,0,1,0,1,0
LINC01081,0,0,0,0,0,1,0
LINC02135,0,0,0,0,0,6,0
LINC00917,0,0,0,0,0,5,0
FENDRR,10,0,31,31,12,19,148
FOXF1,33,0,73,46,67,37,162
MTHFSD,76,66,49,224,95,343,134
FLJ30679,0,0,0,1,0,3,0
FOXC2-AS1,1,0,1,1,1,0,1
FOXC2,6,0,17,57,23,6,25
FOXL1,13,12,19,71,38,14,47
LINC02189,0,0,0,0,0,0,0
LINC02188,0,0,0,0,0,1,0
LOC105371392,0,0,0,0,0,0,0
LOC107984819,0,0,0,0,0,0,0
LOC105371393,3,2,5,1,3,4,4
LINC02181,6,0,0,3,0,8,0
LOC105371394,0,0,2,2,0,9,0
LOC101928708,0,0,0,3,0,3,0
LOC101928682,2,0,1,1,1,5,0
C16orf95,10,7,7,24,6,26,10
C16orf95-DT,3,2,4,8,5,11,1
FBXO31,267,180,199,702,479,760,680
TRM-CAT6-1,4,0,0,1,2,3,1
MAP1LC3B,582,142,706,810,884,602,734
ZCCHC14,428,289,390,968,567,1016,708
ZCCHC14-DT,1,0,0,0,0,3,1
JPH3,17,8,11,27,23,40,15
KLHDC4,297,185,150,553,433,920,478
LOC100129215,10,3,3,15,7,13,9
LOC105371399,1,1,2,1,7,3,3
LOC102724467,2,1,1,1,4,4,1
SLC7A5,677,393,537,811,3381,610,2344
MIR6775,4,0,6,7,52,2,30
MIR11401,8,3,3,12,56,1,27
LOC107987237,96,14,38,77,445,21,214
CA5A,1,0,1,106,5,3,5
BANP,289,89,190,431,492,357,292
LOC105369246,23,2,20,13,122,5,23
LOC400553,1,2,0,3,2,1,3
LOC105371401,1,0,9,20,8,26,4
LINC02182,1,0,0,3,1,0,0
LOC107984862,22,7,32,36,90,44,208
ZNF469,306,53,643,774,2870,820,2867
LOC112268182,27,3,39,32,98,37,92
ZFPM1,125,68,36,198,231,326,243
MIR5189,6,1,1,4,7,7,6
LOC107984890,15,11,3,14,24,59,29
ZFPM1-AS1,12,11,4,24,20,41,18
LOC107984905,0,0,0,0,0,0,0
ZC3H18-AS1,2,1,1,7,5,4,7
ZC3H18,347,214,204,573,652,759,574
IL17C,1,0,2,4,4,4,1
CYBA,916,299,516,869,1220,1093,641
MVD,124,64,56,289,202,737,223
SNAI3-AS1,29,8,23,43,43,32,31
SNAI3,37,2,18,31,58,15,13
RNF166,391,63,201,406,649,240,482
CTU2,86,53,54,189,167,192,172
PIEZO1,1153,601,654,2438,2487,2953,3715
MIR4722,4,0,1,6,11,3,11
LOC100289580,73,36,47,177,192,227,216
LOC339059,21,10,9,39,67,47,51
LOC107984842,0,0,1,1,0,1,0
CDT1,23,82,14,96,23,210,43
APRT,164,171,93,534,299,416,313
GALNS,198,51,151,399,382,495,536
LOC107987238,5,2,2,12,6,9,14
LOC107983950,19,14,10,37,25,43,32
TRAPPC2L,88,94,78,182,128,155,195
PABPN1L,8,2,0,6,7,8,5
CBFA2T3,143,6,20,240,90,20,45
LOC101927793,22,4,6,75,20,2,13
LOC102724632,15,2,1,26,7,17,12
LOC105371409,18,1,0,8,17,2,8
LOC107984871,35,0,2,45,27,8,45
LOC100129697,12,0,2,11,13,2,3
LOC105371411,0,0,0,0,0,0,0
LOC105371412,0,1,1,1,0,1,0
ACSF3,359,294,152,515,419,690,436
LINC00304,5,1,4,2,4,2,3
LINC02138,1,0,0,0,1,0,0
CDH15,3,0,2,95,2,4,6
SLC22A31,2,4,0,3,1,8,2
ZNF778,147,59,91,224,127,222,167
LOC105371413,3,2,2,5,2,17,4
ANKRD11,1497,565,883,1806,2402,3006,3170
LOC105371414,104,51,74,162,161,219,256
LOC100287036,57,6,14,60,64,67,89
LOC101927817,130,31,52,130,159,151,163
LOC101930112,10,9,7,24,11,38,8
LOC101927863,4,6,3,6,1,13,2
SPG7,634,409,384,1267,826,1774,1626
RPL13,4397,5004,4038,6785,6120,6900,4359
SNORD68,7,11,12,16,15,25,30
CPNE7,37,222,77,180,143,1063,999
DPEP1,31,727,55,68,74,1169,66
CHMP1A,303,175,209,652,467,1134,850
SPATA33,39,35,31,116,60,210,189
LINC02166,2,5,1,15,1,14,9
CDK10,284,192,128,865,471,1422,871
SPATA2L,96,28,103,232,315,127,207
VPS9D1,116,56,63,261,257,223,388
VPS9D1-AS1,36,38,22,102,95,141,167
ZNF276,467,165,266,695,634,768,706
FANCA,192,239,88,527,234,675,353
SPIRE2,27,167,17,355,37,707,159
LOC107984817,8,67,3,157,5,272,87
LOC105371419,4,34,1,112,3,153,23
LOC112268179,9,8,7,33,24,54,21
TCF25,932,292,545,1383,1500,1727,2182
MC1R,49,13,18,88,82,97,114
TUBB3,24,18,73,319,156,494,222
DEF8,333,146,174,550,413,536,592
SNORA119,3,5,2,7,9,9,7
CENPBD1P,35,19,23,73,43,65,36
AFG3L1P,162,119,74,299,170,439,260
DBNDD1,8,37,5,44,2,154,17
GAS8,77,126,31,219,76,411,259
GAS8-AS1,12,13,11,19,12,44,20
URAHP,24,33,16,56,19,116,62
PRDM7,0,0,0,1,0,7,0
LOC105376786,5,0,4,5,21,9,8
FAM157C,24,3,8,22,44,20,42
LOC105376781,55,36,40,108,113,74,121
LOC101927999,25,19,35,119,84,45,70
LINC02193,14,9,3,27,4,42,10
LOC107987240,3,2,1,5,0,6,1
LOC102723655,0,0,0,0,0,1,1
LOC102723930,0,0,0,0,0,0,0
LOC105379545,0,0,0,0,0,1,0
LOC107987382,0,0,0,0,0,1,0
LOC105379535,1,1,1,0,0,1,0
LOC105379533,0,0,0,0,0,1,0
LOC102723713,1,0,1,1,0,5,2
LOC105379537,0,0,0,0,0,1,0
LOC112268315,0,0,0,0,0,2,0
LOC102723753,17,1,8,14,18,14,31
LOC107987384,0,0,0,0,1,0,0
SLC6A10PB,0,0,0,3,3,10,1
LOC105379539,0,0,0,0,0,3,0
LOC105379540,0,0,0,0,0,1,0
LOC112268316,1,0,0,0,0,1,0
LOC102724014,0,0,0,0,0,0,0
LOC102723841,0,0,0,0,0,0,0
LOC105379544,0,0,0,0,0,1,0
LOC102723869,0,0,0,2,0,3,0
LOC102724052,0,0,0,0,0,0,0
LOC105379547,0,0,0,1,0,3,0
LOC107987386,0,0,0,0,0,1,0
LOC102723890,0,0,0,0,0,1,0
LINC02887,26,18,17,51,45,49,71
LOC101929823,25,16,20,50,37,46,39
LOC101929828,1,2,6,12,6,7,5
SCGB1C2,2,0,0,0,2,1,0
DOC2B,232,2,58,245,228,284,146
LINC02091,3,0,0,1,2,3,2
RPH3AL,73,45,21,236,62,275,91
RPH3AL-AS1,10,6,4,8,9,19,8
LOC105371425,2,6,1,20,2,30,9
LOC105371430,7,4,7,6,12,5,6
C17orf97,16,18,19,20,26,17,19
RFLNB,221,75,378,467,417,177,1613
VPS53,547,322,430,1053,758,1017,1750
TLCD3A,61,92,105,292,149,155,231
GEMIN4,185,175,120,394,232,281,272
DBIL5P,6,3,8,4,7,5,9
GLOD4,208,233,192,408,244,384,330
MRM3,66,58,46,133,60,89,89
NXN,163,82,186,352,263,247,643
LOC101927727,13,6,13,41,11,27,38
TIMM22,93,88,88,171,100,141,152
ABR,1036,827,660,1755,1395,3406,2732
LOC112268190,38,20,21,61,51,121,96
LOC105371481,35,31,25,65,54,104,99
MIR3183,5,2,0,3,7,17,8
LOC105379599,10,11,8,37,39,72,51
LOC105371480,91,32,51,81,151,108,184
ABR-AS1,49,27,15,48,74,77,55
LOC107984980,1,0,1,1,0,2,2
BHLHA9,0,0,0,0,0,1,0
TRARG1,310,0,20,13,0,91,0
YWHAE,1210,925,1173,1831,1883,1971,2270
CRK,610,361,695,1152,902,677,779
MYO1C,1511,570,909,2349,1695,2504,3636
LOC105371483,15,12,8,20,14,24,15
INPP5K,207,117,114,304,214,331,219
PITPNA-AS1,16,7,15,25,17,14,22
PITPNA,489,245,405,700,770,897,1172
SLC43A2,372,79,363,367,1192,415,1460
SCARF1,126,27,55,224,206,111,284
RILP,51,49,46,105,81,61,119
PRPF8,2749,1473,1810,3834,2887,3029,3632
TLCD2,118,88,152,304,173,338,281
MIR22HG,405,51,551,922,677,172,848
MIR22,21,1,12,29,29,9,63
WDR81,416,142,340,698,575,628,752
SERPINF2,38,9,30,2767,51,37,31
SERPINF1,1540,564,2614,3143,2063,686,454
SMYD4,171,81,96,253,131,272,176
RPA1,410,272,365,562,320,499,444
RTN4RL1,14,2,12,13,54,5,4
LOC105371486,2,4,3,15,8,4,2
LOC105371485,2,0,3,6,10,2,9
DPH1,253,132,180,421,595,269,659
OVCA2,88,37,75,159,262,87,208
MIR132,3,0,0,2,4,0,1
MIR212,3,0,5,3,9,1,7
HIC1,433,49,256,291,470,223,556
SMG6,717,286,455,748,807,892,1227
LOC107984988,61,9,20,37,37,27,147
LOC101927839,27,8,8,30,11,26,14
SRR,126,73,157,252,227,209,194
TSR1,330,299,374,682,605,546,618
SNORD91B,1,1,0,1,4,6,4
SNORD91A,4,2,4,3,2,3,2
SGSM2,540,185,332,884,968,621,1627
LOC101927864,149,30,71,185,207,138,320
MNT,446,123,290,528,890,523,1345
LOC284009,15,6,3,10,8,18,8
METTL16,339,163,239,409,339,352,341
PAFAH1B1,1603,613,1871,2019,2013,1390,2190
LOC105371490,17,8,16,31,31,18,30
CLUH,403,806,185,1459,674,1457,979
MIR6776,0,2,0,0,2,4,1
LOC105371592,0,10,0,7,1,7,0
CCDC92B,3,18,0,2,2,23,1
MIR1253,0,0,0,0,0,0,0
RAP1GAP2,277,373,117,602,179,1410,1939
LOC101927911,22,29,8,38,12,128,197
OR1D5,0,0,0,0,0,2,0
OR1D2,0,1,1,0,0,1,0
OR1E3,0,0,0,0,0,0,0
OR1G1,0,0,0,0,0,1,0
LOC100288728,0,0,0,0,0,1,0
OR1A2,0,0,0,0,0,1,0
OR1A1,0,0,0,0,0,0,0
OR1D4,0,0,0,0,0,3,1
OR3A2,8,1,0,4,0,5,1
OR3A1,2,0,1,4,2,6,0
OR3A4P,0,0,0,1,0,0,1
OR1E1,0,0,0,3,0,2,0
OR3A3,0,0,0,1,2,2,0
OR1E2,3,0,0,0,0,0,0
SPATA22,15,2,1,5,14,7,1
ASPA,141,5,39,128,40,22,12
TRPV3,96,7,1,73,116,19,9
TRPV1,115,38,60,298,92,245,149
SHPK,133,100,74,395,130,307,253
CTNS,182,99,140,339,227,416,435
LOC105371493,17,5,13,32,25,49,70
CTNS-AS1,44,18,19,63,44,137,183
P2RX5-TAX1BP3,363,101,222,429,295,409,450
TAX1BP3,113,83,168,302,195,361,414
EMC6,27,15,18,43,26,29,27
P2RX5,322,0,49,122,95,21,18
ITGAE,90,30,69,113,99,105,127
HASPIN,15,47,5,29,10,35,11
NCBP3,667,433,505,934,900,1121,1121
CAMKK1,159,48,72,219,264,191,650
P2RX1,228,9,35,33,255,19,85
ATP2A3,1193,31,201,1098,649,248,468
LINC01975,1,0,0,2,0,2,5
ZZEF1,1656,818,895,2311,1697,2097,2330
CYB5D2,79,40,83,174,86,57,137
ANKFY1,871,441,754,1447,1043,1089,1294
UBE2G1,444,172,451,645,539,369,477
SPNS3,13,8,8,21,10,17,13
SPNS2-AS1,10,2,0,46,1,20,17
SPNS2,155,111,63,825,66,788,430
MYBBP1A,325,431,189,784,647,1215,1089
GGT6,21,105,3,121,4,292,17
SMTNL2,45,26,12,248,45,8,32
LINC01996,3,2,0,12,0,2,0
LOC105371498,5,0,0,5,1,2,0
ALOX15,134,11,7,4,44,10,3
LOC105371499,0,2,0,5,2,9,2
PELP1,229,252,139,387,325,434,432
PELP1-DT,1,1,0,3,1,3,1
ARRB2,565,89,373,462,1193,350,1187
MED11,56,34,50,105,71,64,104
CXCL16,347,140,580,729,1216,593,1039
ZMYND15,89,23,72,118,219,78,266
TM4SF5,5,14,4,123,0,60,4
VMO1,18,2,45,44,190,20,129
GLTPD2,13,14,13,88,46,15,38
PSMB6,191,141,207,452,319,303,412
PLD2,302,57,169,386,531,612,655
MINK1,739,520,394,1373,1041,2850,1932
CHRNE,51,19,48,86,229,86,161
C17orf107,43,14,40,79,255,41,193
GP1BA,43,9,29,23,23,29,55
SLC25A11,140,121,120,316,204,228,244
RNF167,232,149,191,457,286,343,423
PFN1,1011,1111,914,2222,1668,1814,2413
ENO3,22,17,15,726,26,40,68
SPAG7,226,77,179,271,355,218,403
CAMTA2,341,186,153,470,496,597,630
MIR6864,3,1,1,2,1,2,3
MIR6865,1,0,1,1,1,2,0
CAMTA2-AS1,35,32,13,47,23,48,45
INCA1,14,19,6,34,12,24,25
KIF1C,848,594,602,1993,1288,2427,2327
KIF1C-AS1,41,39,34,107,63,135,126
LOC105371502,6,2,3,4,4,6,8
LOC105371501,14,0,4,5,4,7,6
SLC52A1,4,0,3,8,4,6,0
ZFP3,123,130,67,141,59,77,74
ZNF232,39,33,31,92,50,111,36
ZNF232-AS1,3,2,4,9,4,2,3
USP6,11,9,17,382,20,19,13
ZNF594,139,125,67,237,77,215,63
ZNF594-DT,68,7,25,46,43,44,48
SCIMP,169,8,98,91,116,54,109
RABEP1,1006,387,865,1170,1171,853,930
LOC105371505,38,14,27,37,35,37,23
NUP88,463,248,303,674,410,467,408
RPAIN,264,243,164,421,220,407,281
C1QBP,161,423,174,409,205,383,191
DHX33,195,263,198,388,364,401,305
DHX33-DT,0,0,2,2,0,1,1
DERL2,247,124,244,356,267,212,279
MIS12,180,93,171,296,200,223,122
LOC728392,57,21,53,41,95,15,148
NLRP1,991,121,365,780,821,392,1651
LOC105371507,6,4,7,16,6,4,13
LOC339166,0,1,0,0,1,2,91
WSCD1,43,42,19,83,22,36,108
LOC105371508,0,0,0,0,0,0,0
LOC105371509,0,0,0,0,0,0,0
AIPL1,0,0,0,0,0,5,0
LOC107985017,0,1,0,4,0,5,1
PIMREG,2,12,3,18,3,58,17
PITPNM3,89,80,41,127,76,400,309
KIAA0753,210,244,164,422,251,657,492
TXNDC17,87,80,149,185,116,222,144
MED31,33,17,39,59,32,35,49
C17orf100,27,19,9,32,7,18,12
MIR4520-1,1,2,0,1,1,0,1
MIR4520-2,1,2,0,1,1,0,1
ALOX15P1,4,14,2,23,3,3,1
SLC13A5,10,4,0,2098,0,11,1
XAF1,701,87,507,677,647,909,1197
FBXO39,0,0,3,6,1,2,4
TEKT1,0,0,2,4,0,1,0
ALOX12P2,83,58,37,195,18,67,94
ALOX12-AS1,9,9,5,23,9,31,11
ALOX12,117,57,40,96,44,197,76
RNASEK-C17orf49,126,76,131,230,226,238,267
RNASEK,93,67,87,168,171,191,216
C17orf49,40,12,43,70,61,66,79
