ENTREZID,SYMBOL
131379321,LOC131379321
131379322,LOC131379322
131379323,LOC131379323
131379324,LOC131379324
131379325,LOC131379325
131379326,LOC131379326
131379327,LOC131379327
131379328,LOC131379328
131379329,LOC131379329
131379330,LOC131379330
131379331,LOC131379331
131379332,LOC131379332
131379333,LOC131379333
131379334,LOC131379334
131379335,LOC131379335
131379336,LOC131379336
131379337,LOC131379337
131379338,LOC131379338
131379339,LOC131379339
131379340,LOC131379340
131379341,LOC131379341
131379342,LOC131379342
131379343,LOC131379343
131379344,LOC131379344
131379345,LOC131379345
131379346,LOC131379346
131379347,LOC131379347
131379348,LOC131379348
131379349,LOC131379349
131379350,LOC131379350
131379351,LOC131379351
131379352,LOC131379352
131379353,LOC131379353
131379354,LOC131379354
131379355,LOC131379355
131379356,LOC131379356
131379357,LOC131379357
131379358,LOC131379358
131379359,LOC131379359
131379360,LOC131379360
131379361,LOC131379361
131379362,LOC131379362
131379363,LOC131379363
131379364,LOC131379364
131379365,LOC131379365
131379366,LOC131379366
131379367,LOC131379367
131379368,LOC131379368
131379369,LOC131379369
131379370,LOC131379370
131379371,LOC131379371
131379372,LOC131379372
131379373,LOC131379373
131379374,LOC131379374
131379375,LOC131379375
131379376,LOC131379376
131379377,LOC131379377
131379378,LOC131379378
131379379,LOC131379379
131379380,LOC131379380
131379381,LOC131379381
131379382,LOC131379382
131379383,LOC131379383
131379384,LOC131379384
131379385,LOC131379385
131379386,LOC131379386
131379387,LOC131379387
131379388,LOC131379388
131379389,LOC131379389
131379390,LOC131379390
131379391,LOC131379391
131379392,LOC131379392
131379393,LOC131379393
131379394,LOC131379394
131379395,LOC131379395
131379396,LOC131379396
131379397,LOC131379397
131379398,LOC131379398
131379399,LOC131379399
131379400,LOC131379400
131379401,LOC131379401
131379402,LOC131379402
131379403,LOC131379403
131379404,LOC131379404
131379405,LOC131379405
131379406,LOC131379406
131379407,LOC131379407
131379408,LOC131379408
131379409,LOC131379409
131379410,LOC131379410
131379411,LOC131379411
131379412,LOC131379412
131379413,LOC131379413
131379414,LOC131379414
131379415,LOC131379415
131379416,LOC131379416
131379417,LOC131379417
131379418,LOC131379418
131379419,LOC131379419
131379420,LOC131379420
131379421,LOC131379421
131379422,LOC131379422
131379423,LOC131379423
131379424,LOC131379424
131379425,LOC131379425
131379426,LOC131379426
131379427,LOC131379427
131379428,LOC131379428
131379429,LOC131379429
131379430,LOC131379430
131379431,LOC131379431
131379432,LOC131379432
131379433,LOC131379433
131379434,LOC131379434
131379435,LOC131379435
131379436,LOC131379436
131379437,LOC131379437
131379438,LOC131379438
131379439,LOC131379439
131379440,LOC131379440
131379441,LOC131379441
131379442,LOC131379442
131379443,LOC131379443
131379444,LOC131379444
131379445,LOC131379445
131379446,LOC131379446
131379447,LOC131379447
131379448,LOC131379448
131379449,LOC131379449
131379450,LOC131379450
131379451,LOC131379451
131379452,LOC131379452
131379453,LOC131379453
131379454,LOC131379454
131379455,LOC131379455
131379456,LOC131379456
131379457,LOC131379457
131379458,LOC131379458
131379459,LOC131379459
131379460,LOC131379460
131379461,LOC131379461
131379462,LOC131379462
131379463,LOC131379463
131379464,LOC131379464
131379465,LOC131379465
131379466,LOC131379466
131379467,LOC131379467
131379468,LOC131379468
131379469,LOC131379469
131379470,LOC131379470
131379471,LOC131379471
131379472,LOC131379472
131379473,LOC131379473
131379474,LOC131379474
131379475,LOC131379475
131379476,LOC131379476
131379477,LOC131379477
131379478,LOC131379478
131379479,LOC131379479
131379480,LOC131379480
131379481,LOC131379481
131379482,LOC131379482
131379483,LOC131379483
131379484,LOC131379484
131379485,LOC131379485
131379486,LOC131379486
131379487,LOC131379487
131379488,LOC131379488
131379489,LOC131379489
131379490,LOC131379490
131379491,LOC131379491
131379492,LOC131379492
131379493,LOC131379493
131379494,LOC131379494
131379495,LOC131379495
131379496,LOC131379496
131379497,LOC131379497
131379498,LOC131379498
131379499,LOC131379499
131379500,LOC131379500
131379501,LOC131379501
131379502,LOC131379502
131379503,LOC131379503
131379504,LOC131379504
131379505,LOC131379505
131379506,LOC131379506
131379507,LOC131379507
131379508,LOC131379508
131379509,LOC131379509
131379510,LOC131379510
131379511,LOC131379511
131379512,LOC131379512
131379513,LOC131379513
131379514,LOC131379514
131379515,LOC131379515
131379516,LOC131379516
131379517,LOC131379517
131379518,LOC131379518
131379519,LOC131379519
131379520,LOC131379520
131379521,LOC131379521
131379522,LOC131379522
131379523,LOC131379523
131379524,LOC131379524
131379525,LOC131379525
131379526,LOC131379526
131379527,LOC131379527
131379528,LOC131379528
131379529,LOC131379529
131379530,LOC131379530
131379531,LOC131379531
131379532,LOC131379532
131379533,LOC131379533
131379534,LOC131379534
131379535,LOC131379535
131379536,LOC131379536
131379537,LOC131379537
131379538,LOC131379538
131379539,LOC131379539
131379540,LOC131379540
131379541,LOC131379541
131379542,LOC131379542
131379543,LOC131379543
131379544,LOC131379544
131379545,LOC131379545
131379546,LOC131379546
131379547,LOC131379547
131379548,LOC131379548
131379549,LOC131379549
131379550,LOC131379550
131379551,LOC131379551
131379552,LOC131379552
131379553,LOC131379553
131379554,LOC131379554
131379555,LOC131379555
131379556,LOC131379556
131379557,LOC131379557
131379558,LOC131379558
131379559,LOC131379559
131379560,LOC131379560
131379561,LOC131379561
131379562,LOC131379562
131379563,LOC131379563
131379564,LOC131379564
131379565,LOC131379565
131379566,LOC131379566
131379567,LOC131379567
131379568,LOC131379568
131379569,LOC131379569
131379570,LOC131379570
131379571,LOC131379571
131379572,LOC131379572
131379573,LOC131379573
131379574,LOC131379574
131379575,LOC131379575
131379576,LOC131379576
131379577,LOC131379577
131379578,LOC131379578
131379579,LOC131379579
131379580,LOC131379580
131379581,LOC131379581
131379582,LOC131379582
131379583,LOC131379583
131379584,LOC131379584
131379585,LOC131379585
131379586,LOC131379586
131379587,LOC131379587
131379588,LOC131379588
131379589,LOC131379589
131379590,LOC131379590
131379591,LOC131379591
131379592,LOC131379592
131379593,LOC131379593
131379594,LOC131379594
131379595,LOC131379595
131379596,LOC131379596
131379597,LOC131379597
131379598,LOC131379598
131379599,LOC131379599
131379600,LOC131379600
131379601,LOC131379601
131379602,LOC131379602
131379603,LOC131379603
131379604,LOC131379604
131379605,LOC131379605
131379606,LOC131379606
131379607,LOC131379607
131379608,LOC131379608
131379609,LOC131379609
131379610,LOC131379610
131379611,LOC131379611
131379612,LOC131379612
131379613,LOC131379613
131379614,LOC131379614
131379615,LOC131379615
131379616,LOC131379616
131379617,LOC131379617
131379618,LOC131379618
131379619,LOC131379619
131379620,LOC131379620
131379621,LOC131379621
131379622,LOC131379622
131379623,LOC131379623
131379624,LOC131379624
131379625,LOC131379625
131379626,LOC131379626
131379627,LOC131379627
131379628,LOC131379628
131379629,LOC131379629
131379630,LOC131379630
131379631,LOC131379631
131379632,LOC131379632
131379633,LOC131379633
131379634,LOC131379634
131379635,LOC131379635
131379636,LOC131379636
131379637,LOC131379637
131379638,LOC131379638
131379639,LOC131379639
131379640,LOC131379640
131379641,LOC131379641
131379642,LOC131379642
131379643,LOC131379643
131379644,LOC131379644
131379645,LOC131379645
131379646,LOC131379646
131379647,LOC131379647
131379648,LOC131379648
131379649,LOC131379649
131379650,LOC131379650
131379651,LOC131379651
131379652,LOC131379652
131379653,LOC131379653
131379654,LOC131379654
131379655,LOC131379655
131379656,LOC131379656
131379657,LOC131379657
131379658,LOC131379658
131379659,LOC131379659
131379660,LOC131379660
131379661,LOC131379661
131379662,LOC131379662
131379663,LOC131379663
131379664,LOC131379664
131379665,LOC131379665
131379666,LOC131379666
131379667,LOC131379667
131379668,LOC131379668
131379669,LOC131379669
131379670,LOC131379670
131379671,LOC131379671
131379672,LOC131379672
131379673,LOC131379673
131379674,LOC131379674
131379675,LOC131379675
131379676,LOC131379676
131379677,LOC131379677
131379678,LOC131379678
131379679,LOC131379679
131379680,LOC131379680
131379681,LOC131379681
131379682,LOC131379682
131379683,LOC131379683
131379684,LOC131379684
131379685,LOC131379685
131379686,LOC131379686
131379687,LOC131379687
131379688,LOC131379688
131379689,LOC131379689
131379690,LOC131379690
131379691,LOC131379691
131379692,LOC131379692
131379693,LOC131379693
131379694,LOC131379694
131379695,LOC131379695
131379696,LOC131379696
131379697,LOC131379697
131379698,LOC131379698
131379699,LOC131379699
131379700,LOC131379700
131379701,LOC131379701
131379702,LOC131379702
131379703,LOC131379703
131379704,LOC131379704
131379705,LOC131379705
131379706,LOC131379706
131379707,LOC131379707
131379708,LOC131379708
131379709,LOC131379709
131379710,LOC131379710
131379711,LOC131379711
131379712,LOC131379712
131379713,LOC131379713
131379714,LOC131379714
131379715,LOC131379715
131379716,LOC131379716
131379717,LOC131379717
131379718,LOC131379718
131379719,LOC131379719
131379720,LOC131379720
131379721,LOC131379721
131379722,LOC131379722
131379723,LOC131379723
131379724,LOC131379724
131379725,LOC131379725
131379726,LOC131379726
131379727,LOC131379727
131379728,LOC131379728
131379729,LOC131379729
131379730,LOC131379730
131379731,LOC131379731
131379732,LOC131379732
131379733,LOC131379733
131379734,LOC131379734
131379735,LOC131379735
131379736,LOC131379736
131379737,LOC131379737
131379738,LOC131379738
131379739,LOC131379739
131379740,LOC131379740
131379741,LOC131379741
131379742,LOC131379742
131379743,LOC131379743
131379744,LOC131379744
131379745,LOC131379745
131379746,LOC131379746
131379747,LOC131379747
131379748,LOC131379748
131379749,LOC131379749
131379750,LOC131379750
131379751,LOC131379751
131379752,LOC131379752
131379753,LOC131379753
131379754,LOC131379754
131379755,LOC131379755
131379756,LOC131379756
131379757,LOC131379757
131379758,LOC131379758
131379759,LOC131379759
131379760,LOC131379760
131379761,LOC131379761
131379762,LOC131379762
131379763,LOC131379763
131379764,LOC131379764
131379765,LOC131379765
131379766,LOC131379766
131379767,LOC131379767
131379768,LOC131379768
131379769,LOC131379769
131379770,LOC131379770
131379771,LOC131379771
131379772,LOC131379772
131379773,LOC131379773
131379774,LOC131379774
131379775,LOC131379775
131379776,LOC131379776
131379777,LOC131379777
131379778,LOC131379778
131379779,LOC131379779
131379780,LOC131379780
131379781,LOC131379781
131379782,LOC131379782
131379783,LOC131379783
131379784,LOC131379784
131379785,LOC131379785
131379786,LOC131379786
131379787,LOC131379787
131379788,LOC131379788
131379789,LOC131379789
131379790,LOC131379790
131379791,LOC131379791
131379792,LOC131379792
131379793,LOC131379793
131379794,LOC131379794
131379795,LOC131379795
131379796,LOC131379796
131379797,LOC131379797
131379798,LOC131379798
131379799,LOC131379799
131379800,LOC131379800
131379801,LOC131379801
131379802,LOC131379802
131379803,LOC131379803
131379804,LOC131379804
131379805,LOC131379805
131379806,LOC131379806
131379807,LOC131379807
131379808,LOC131379808
131379809,LOC131379809
131379810,LOC131379810
131379811,LOC131379811
131379812,LOC131379812
131379813,LOC131379813
131379814,LOC131379814
131379815,LOC131379815
131379816,LOC131379816
131379817,LOC131379817
131379818,LOC131379818
131379819,LOC131379819
131379820,LOC131379820
131379821,LOC131379821
131379822,LOC131379822
131379823,LOC131379823
131379824,LOC131379824
131379825,LOC131379825
131379826,LOC131379826
131379827,LOC131379827
131379828,LOC131379828
131379829,LOC131379829
131379830,LOC131379830
131379831,LOC131379831
131379832,LOC131379832
131379833,LOC131379833
131379834,LOC131379834
131379835,LOC131379835
131379836,LOC131379836
131379837,LOC131379837
131379838,LOC131379838
131379839,LOC131379839
131379840,LOC131379840
131379841,LOC131379841
131379842,LOC131379842
131379843,LOC131379843
131379844,LOC131379844
131379845,LOC131379845
131379846,LOC131379846
131379847,LOC131379847
131379848,LOC131379848
131379849,LOC131379849
131379850,LOC131379850
131379851,LOC131379851
131379852,LOC131379852
131379853,LOC131379853
131379854,LOC131379854
131379855,LOC131379855
131379856,LOC131379856
131379857,LOC131379857
131379858,LOC131379858
131379859,LOC131379859
131379860,LOC131379860
131379861,LOC131379861
131379862,LOC131379862
131379863,LOC131379863
131379864,LOC131379864
131379865,LOC131379865
131379866,LOC131379866
131379867,LOC131379867
131379868,LOC131379868
131379869,LOC131379869
131379870,LOC131379870
131379871,LOC131379871
131379872,LOC131379872
131379873,LOC131379873
131379874,LOC131379874
131379875,LOC131379875
131379876,LOC131379876
131379877,LOC131379877
131379878,LOC131379878
131379879,LOC131379879
131379880,LOC131379880
131379881,LOC131379881
131379882,LOC131379882
131379883,LOC131379883
131379884,LOC131379884
131379885,LOC131379885
131379886,LOC131379886
131379887,LOC131379887
131379888,LOC131379888
131379889,LOC131379889
131379890,LOC131379890
131379891,LOC131379891
131379892,LOC131379892
131379893,LOC131379893
131379894,LOC131379894
131379895,LOC131379895
131379896,LOC131379896
131379897,LOC131379897
131379898,LOC131379898
131379899,LOC131379899
131379900,LOC131379900
131379901,LOC131379901
131379902,LOC131379902
131379903,LOC131379903
131379904,LOC131379904
131379905,LOC131379905
131379906,LOC131379906
131379907,LOC131379907
131379908,LOC131379908
131379909,LOC131379909
131379910,LOC131379910
131379911,LOC131379911
131379912,LOC131379912
131379913,LOC131379913
131379914,LOC131379914
131379915,LOC131379915
131379916,LOC131379916
131379917,LOC131379917
131379918,LOC131379918
131379919,LOC131379919
131379920,LOC131379920
131379921,LOC131379921
131379922,LOC131379922
131379923,LOC131379923
131379924,LOC131379924
131379925,LOC131379925
131379926,LOC131379926
131379927,LOC131379927
131379928,LOC131379928
131379929,LOC131379929
131379930,LOC131379930
131379931,LOC131379931
131379932,LOC131379932
131379933,LOC131379933
131379934,LOC131379934
131379935,LOC131379935
131379936,LOC131379936
131379937,LOC131379937
131379938,LOC131379938
131379939,LOC131379939
131379940,LOC131379940
131379941,LOC131379941
131379942,LOC131379942
131379943,LOC131379943
131379944,LOC131379944
131379945,LOC131379945
131379946,LOC131379946
131379947,LOC131379947
131379948,LOC131379948
131379949,LOC131379949
131379950,LOC131379950
131379951,LOC131379951
131379952,LOC131379952
131379953,LOC131379953
131379954,LOC131379954
131379955,LOC131379955
131379956,LOC131379956
131379957,LOC131379957
131379958,LOC131379958
131379959,LOC131379959
131379960,LOC131379960
131379961,LOC131379961
131379962,LOC131379962
131379963,LOC131379963
131379964,LOC131379964
131379965,LOC131379965
131379966,LOC131379966
131379967,LOC131379967
131379968,LOC131379968
131379969,LOC131379969
131379970,LOC131379970
131379971,LOC131379971
131379972,LOC131379972
131379973,LOC131379973
131379974,LOC131379974
131379975,LOC131379975
131379976,LOC131379976
131379977,LOC131379977
131379978,LOC131379978
131379979,LOC131379979
131379980,LOC131379980
131379981,LOC131379981
131379982,LOC131379982
131379983,LOC131379983
131379984,LOC131379984
131379985,LOC131379985
131379986,LOC131379986
131379987,LOC131379987
131379988,LOC131379988
131379989,LOC131379989
131379990,LOC131379990
131379991,LOC131379991
131379992,LOC131379992
131379993,LOC131379993
131379994,LOC131379994
131379995,LOC131379995
131379996,LOC131379996
131379997,LOC131379997
131379998,LOC131379998
131379999,LOC131379999
131380000,LOC131380000
131380001,LOC131380001
131380002,LOC131380002
131380003,LOC131380003
131380004,LOC131380004
131380005,LOC131380005
131380006,LOC131380006
131380007,LOC131380007
131380008,LOC131380008
131380009,LOC131380009
131380010,LOC131380010
131380011,LOC131380011
131380012,LOC131380012
131380013,LOC131380013
131380014,LOC131380014
131380015,LOC131380015
131380016,LOC131380016
131380017,LOC131380017
131380018,LOC131380018
131380019,LOC131380019
131380020,LOC131380020
131380021,LOC131380021
131380022,LOC131380022
131380023,LOC131380023
131380024,LOC131380024
131380025,LOC131380025
131380026,LOC131380026
131380027,LOC131380027
131380028,LOC131380028
131380029,LOC131380029
131380030,LOC131380030
131380031,LOC131380031
131380032,LOC131380032
131380033,LOC131380033
131380034,LOC131380034
131380035,LOC131380035
131380036,LOC131380036
131380037,LOC131380037
131380038,LOC131380038
131380039,LOC131380039
131380040,LOC131380040
131380041,LOC131380041
131380042,LOC131380042
131380043,LOC131380043
131380044,LOC131380044
131380045,LOC131380045
131380046,LOC131380046
131380047,LOC131380047
131380048,LOC131380048
131380049,LOC131380049
131380050,LOC131380050
131380051,LOC131380051
131380052,LOC131380052
131380053,LOC131380053
131380054,LOC131380054
131380055,LOC131380055
131380056,LOC131380056
131380057,LOC131380057
131380058,LOC131380058
131380059,LOC131380059
131380060,LOC131380060
131380061,LOC131380061
131380062,LOC131380062
131380063,LOC131380063
131380064,LOC131380064
131380065,LOC131380065
131380066,LOC131380066
131380067,LOC131380067
131380068,LOC131380068
131380069,LOC131380069
131380070,LOC131380070
131380071,LOC131380071
131380072,LOC131380072
131380073,LOC131380073
131380074,LOC131380074
131380075,LOC131380075
131380076,LOC131380076
131380077,LOC131380077
131380078,LOC131380078
131380079,LOC131380079
131380080,LOC131380080
131380081,LOC131380081
131380082,LOC131380082
131380083,LOC131380083
131380084,LOC131380084
131380085,LOC131380085
131380086,LOC131380086
131380087,LOC131380087
131380088,LOC131380088
131380089,LOC131380089
131380090,LOC131380090
131380091,LOC131380091
131380092,LOC131380092
131380093,LOC131380093
131380094,LOC131380094
131380095,LOC131380095
131380096,LOC131380096
131380097,LOC131380097
131380098,LOC131380098
131380099,LOC131380099
131380100,LOC131380100
131380101,LOC131380101
131380102,LOC131380102
131380103,LOC131380103
131380104,LOC131380104
131380105,LOC131380105
131380106,LOC131380106
131380107,LOC131380107
131380108,LOC131380108
131380109,LOC131380109
131380110,LOC131380110
131380111,LOC131380111
131380112,LOC131380112
131380113,LOC131380113
131380114,LOC131380114
131380115,LOC131380115
131380116,LOC131380116
131380117,LOC131380117
131380118,LOC131380118
131380119,LOC131380119
131380120,LOC131380120
131380121,LOC131380121
131380122,LOC131380122
131380123,LOC131380123
131380124,LOC131380124
131380125,LOC131380125
131380126,LOC131380126
131380127,LOC131380127
131380128,LOC131380128
131380129,LOC131380129
131380130,LOC131380130
131380131,LOC131380131
131380132,LOC131380132
131380133,LOC131380133
131380134,LOC131380134
131380135,LOC131380135
131380136,LOC131380136
131380137,LOC131380137
131380138,LOC131380138
131380139,LOC131380139
131380140,LOC131380140
131380141,LOC131380141
131380142,LOC131380142
131380143,LOC131380143
131380144,LOC131380144
131380145,LOC131380145
131380146,LOC131380146
131380147,LOC131380147
131380148,LOC131380148
131380149,LOC131380149
131380150,LOC131380150
131380151,LOC131380151
131380152,LOC131380152
131380153,LOC131380153
131380154,LOC131380154
131380155,LOC131380155
131380156,LOC131380156
131380157,LOC131380157
131380158,LOC131380158
131380159,LOC131380159
131380160,LOC131380160
131380161,LOC131380161
131380162,LOC131380162
131380163,LOC131380163
131380164,LOC131380164
131380165,LOC131380165
131380166,LOC131380166
131380167,LOC131380167
131380168,LOC131380168
131380169,LOC131380169
131380170,LOC131380170
131380171,LOC131380171
131380172,LOC131380172
131380173,LOC131380173
131380174,LOC131380174
131380175,LOC131380175
131380176,LOC131380176
131380177,LOC131380177
131380178,LOC131380178
131380179,LOC131380179
131380180,LOC131380180
131380181,LOC131380181
131380182,LOC131380182
131380183,LOC131380183
131380184,LOC131380184
131380185,LOC131380185
131380186,LOC131380186
131380187,LOC131380187
131380188,LOC131380188
131380189,LOC131380189
131380190,LOC131380190
131380191,LOC131380191
131380192,LOC131380192
131380193,LOC131380193
131380194,LOC131380194
131380195,LOC131380195
131380196,LOC131380196
131380197,LOC131380197
131380198,LOC131380198
131380199,LOC131380199
131380200,LOC131380200
131380201,LOC131380201
131380202,LOC131380202
131380203,LOC131380203
131380204,LOC131380204
131380205,LOC131380205
131380206,LOC131380206
131380207,LOC131380207
131380208,LOC131380208
131380209,LOC131380209
131380210,LOC131380210
131380211,LOC131380211
131380212,LOC131380212
131380213,LOC131380213
131380214,LOC131380214
131380215,LOC131380215
131380216,LOC131380216
131380217,LOC131380217
131380218,LOC131380218
131380219,LOC131380219
131380220,LOC131380220
131380221,LOC131380221
131380222,LOC131380222
131380223,LOC131380223
131380224,LOC131380224
131380225,LOC131380225
131380226,LOC131380226
131380227,LOC131380227
131380228,LOC131380228
131380229,LOC131380229
131380230,LOC131380230
131380231,LOC131380231
131380232,LOC131380232
131380233,LOC131380233
131380234,LOC131380234
131380235,LOC131380235
131380236,LOC131380236
131380237,LOC131380237
131380238,LOC131380238
131380239,LOC131380239
131380240,LOC131380240
131380241,LOC131380241
131380242,LOC131380242
131380243,LOC131380243
131380244,LOC131380244
131380245,LOC131380245
131380246,LOC131380246
131380247,LOC131380247
131380248,LOC131380248
131380249,LOC131380249
131380250,LOC131380250
131380251,LOC131380251
131380252,LOC131380252
131380253,LOC131380253
131380254,LOC131380254
131380255,LOC131380255
131380256,LOC131380256
131380257,LOC131380257
131380258,LOC131380258
131380259,LOC131380259
131380260,LOC131380260
131380261,LOC131380261
131380262,LOC131380262
131380263,LOC131380263
131380264,LOC131380264
131380265,LOC131380265
131380266,LOC131380266
131380267,LOC131380267
131380268,LOC131380268
131380269,LOC131380269
131380270,LOC131380270
131380271,LOC131380271
131380272,LOC131380272
131380273,LOC131380273
131380274,LOC131380274
131380275,LOC131380275
131380276,LOC131380276
131380277,LOC131380277
131380278,LOC131380278
131380279,LOC131380279
131380280,LOC131380280
131380281,LOC131380281
131380282,LOC131380282
131380283,LOC131380283
131380284,LOC131380284
131380285,LOC131380285
131380286,LOC131380286
131380287,LOC131380287
131380288,LOC131380288
131380289,LOC131380289
131380290,LOC131380290
131380291,LOC131380291
131380292,LOC131380292
131380293,LOC131380293
131380294,LOC131380294
131380295,LOC131380295
131380296,LOC131380296
131380297,LOC131380297
131380298,LOC131380298
131380299,LOC131380299
131380300,LOC131380300
131380301,LOC131380301
131380302,LOC131380302
131380303,LOC131380303
131380304,LOC131380304
131380305,LOC131380305
131380306,LOC131380306
131380307,LOC131380307
131380308,LOC131380308
131380309,LOC131380309
131380310,LOC131380310
131380311,LOC131380311
131380312,LOC131380312
131380313,LOC131380313
131380314,LOC131380314
131380315,LOC131380315
131380316,LOC131380316
131380317,LOC131380317
131380318,LOC131380318
131380319,LOC131380319
131380320,LOC131380320
131380321,LOC131380321
131380322,LOC131380322
131380323,LOC131380323
131380324,LOC131380324
131380325,LOC131380325
131380326,LOC131380326
131380327,LOC131380327
131380328,LOC131380328
131380329,LOC131380329
131380330,LOC131380330
131380331,LOC131380331
131380332,LOC131380332
131380333,LOC131380333
131380334,LOC131380334
131380335,LOC131380335
131380336,LOC131380336
131380337,LOC131380337
131380338,LOC131380338
131380339,LOC131380339
131380340,LOC131380340
131380341,LOC131380341
131380342,LOC131380342
131380343,LOC131380343
131380344,LOC131380344
131380345,LOC131380345
131380346,LOC131380346
131380347,LOC131380347
131380348,LOC131380348
131380349,LOC131380349
131380350,LOC131380350
131380351,LOC131380351
131380352,LOC131380352
131380353,LOC131380353
131380354,LOC131380354
131380355,LOC131380355
131380356,LOC131380356
131380357,LOC131380357
131380358,LOC131380358
131380359,LOC131380359
131380360,LOC131380360
131380361,LOC131380361
131380362,LOC131380362
131380363,LOC131380363
131380364,LOC131380364
131380365,LOC131380365
131380366,LOC131380366
131380367,LOC131380367
131380368,LOC131380368
131380369,LOC131380369
131380370,LOC131380370
131380371,LOC131380371
131380372,LOC131380372
131380373,LOC131380373
131380374,LOC131380374
131380375,LOC131380375
131380376,LOC131380376
131380377,LOC131380377
131380378,LOC131380378
131380379,LOC131380379
131380380,LOC131380380
131380381,LOC131380381
131380382,LOC131380382
131380383,LOC131380383
131380384,LOC131380384
131380385,LOC131380385
131380386,LOC131380386
131380387,LOC131380387
131380388,LOC131380388
131380389,LOC131380389
131380390,LOC131380390
131380391,LOC131380391
131380392,LOC131380392
131380393,LOC131380393
131380394,LOC131380394
131380395,LOC131380395
131380396,LOC131380396
131380397,LOC131380397
131380398,LOC131380398
131380399,LOC131380399
131380400,LOC131380400
131380401,LOC131380401
131380402,LOC131380402
131380403,LOC131380403
131380404,LOC131380404
131380405,LOC131380405
131380406,LOC131380406
131380407,LOC131380407
131380408,LOC131380408
131380409,LOC131380409
131380410,LOC131380410
131380411,LOC131380411
131380412,LOC131380412
131380413,LOC131380413
131380414,LOC131380414
131380415,LOC131380415
131380416,LOC131380416
131380417,LOC131380417
131380418,LOC131380418
131380419,LOC131380419
131380420,LOC131380420
131380421,LOC131380421
131380422,LOC131380422
131380423,LOC131380423
131380424,LOC131380424
131380425,LOC131380425
131380426,LOC131380426
131380427,LOC131380427
131380428,LOC131380428
131380429,LOC131380429
131380430,LOC131380430
131380431,LOC131380431
131380432,LOC131380432
131380433,LOC131380433
131380434,LOC131380434
131380435,LOC131380435
131380436,LOC131380436
131380437,LOC131380437
131380438,LOC131380438
131380439,LOC131380439
131380440,LOC131380440
131380441,LOC131380441
131380442,LOC131380442
131380443,LOC131380443
131380444,LOC131380444
131380445,LOC131380445
131380446,LOC131380446
131380447,LOC131380447
131380448,LOC131380448
131380449,LOC131380449
131380450,LOC131380450
131380451,LOC131380451
131380452,LOC131380452
131380453,LOC131380453
131380454,LOC131380454
131380455,LOC131380455
131380456,LOC131380456
131380457,LOC131380457
131380458,LOC131380458
131380459,LOC131380459
131380460,LOC131380460
131380461,LOC131380461
131380462,LOC131380462
131380463,LOC131380463
131380464,LOC131380464
131380465,LOC131380465
131380466,LOC131380466
131380467,LOC131380467
131380468,LOC131380468
131380469,LOC131380469
131380470,LOC131380470
131380471,LOC131380471
131380472,LOC131380472
131380473,LOC131380473
131380474,LOC131380474
131380475,LOC131380475
131380476,LOC131380476
131380477,LOC131380477
131380478,LOC131380478
131380479,LOC131380479
131380480,LOC131380480
131380481,LOC131380481
131380482,LOC131380482
131380483,LOC131380483
131380484,LOC131380484
131380485,LOC131380485
131380486,LOC131380486
131380487,LOC131380487
131380488,LOC131380488
131380489,LOC131380489
131380490,LOC131380490
131380491,LOC131380491
131380492,LOC131380492
131380493,LOC131380493
131380494,LOC131380494
131380495,LOC131380495
131380496,LOC131380496
131380497,LOC131380497
131380498,LOC131380498
131380499,LOC131380499
131380500,LOC131380500
131380501,LOC131380501
131380502,LOC131380502
131380503,LOC131380503
131380504,LOC131380504
131380505,LOC131380505
131380506,LOC131380506
131380507,LOC131380507
131380508,LOC131380508
131380509,LOC131380509
131380510,LOC131380510
131380511,LOC131380511
131380512,LOC131380512
131380513,LOC131380513
131380514,LOC131380514
131380515,LOC131380515
131380516,LOC131380516
131380517,LOC131380517
131380518,LOC131380518
131380519,LOC131380519
131380520,LOC131380520
131380521,LOC131380521
131380522,LOC131380522
131380523,LOC131380523
131380524,LOC131380524
131380525,LOC131380525
131380526,LOC131380526
131380527,LOC131380527
131380528,LOC131380528
131380529,LOC131380529
131380530,LOC131380530
131380531,LOC131380531
131380532,LOC131380532
131380533,LOC131380533
131380534,LOC131380534
131380535,LOC131380535
131380536,LOC131380536
131380537,LOC131380537
131380538,LOC131380538
131380539,LOC131380539
131380540,LOC131380540
131380541,LOC131380541
131380542,LOC131380542
131380543,LOC131380543
131380544,LOC131380544
131380545,LOC131380545
131380546,LOC131380546
131380547,LOC131380547
131380548,LOC131380548
131380549,LOC131380549
131380550,LOC131380550
131380551,LOC131380551
131380552,LOC131380552
131380553,LOC131380553
131380554,LOC131380554
131380555,LOC131380555
131380556,LOC131380556
131380557,LOC131380557
131380558,LOC131380558
131380559,LOC131380559
131380560,LOC131380560
131380561,LOC131380561
131380562,LOC131380562
131380563,LOC131380563
131380564,LOC131380564
131380565,LOC131380565
131380566,LOC131380566
131380567,LOC131380567
131380568,LOC131380568
131380569,LOC131380569
131380570,LOC131380570
131380571,LOC131380571
131380572,LOC131380572
131380573,LOC131380573
131380574,LOC131380574
131380575,LOC131380575
131380576,LOC131380576
131380577,LOC131380577
131380578,LOC131380578
131380579,LOC131380579
131380580,LOC131380580
131380581,LOC131380581
131380582,LOC131380582
131380583,LOC131380583
131380584,LOC131380584
131380585,LOC131380585
131380586,LOC131380586
131380587,LOC131380587
131380588,LOC131380588
131380589,LOC131380589
131380590,LOC131380590
131380591,LOC131380591
